user_id,full_name,version,insurance_company
8e2f2db1-e0d4-490a-94fd-813f7d9d1e60,Demetre Baseley,8.2,"VS Shinbi Co., Ltd."
8ee5e328-81f2-4fff-a19c-e201a9db823e,Clarie De Minico,4.6,"ALK-Abello, Inc."
9d1e233d-d5aa-4d24-b90c-d744389b86b0,Dermot Le Provost,9.3,Bryant Ranch Prepack
34b9142d-11ef-48ce-9249-71cbc2572e7e,Lenora Wadworth,4.68,"SKINFOOD CO., LTD."
704861f9-6621-426b-8ee5-0e185122924a,Calvin Alkins,9.96,STAT Rx USA LLC
31c93717-2934-409f-9340-8d98f63e5eac,Magdalene Durning,0.2.6,Zydus Pharmaceuticals (USA) Inc.
ffcbb61e-6014-4dfa-aca1-79bd128e3e84,Yelena Emeline,8.64,Wockhardt Limited
8650f88e-bf55-42b2-b9fc-291a85b25f84,Dottie Sommerscales,8.0,"Nelco Laboratories, Inc."
88a42680-afe0-4e85-bf1d-27791de6ab6e,Glen Merwede,5.5,"International Medication Systems, Limited"
a442b407-9407-46b9-8c53-71d3c8aad822,Luciana Blyth,0.7.8,Laboratoires Boiron
f338d605-3a8c-4746-b3dc-e216f3736c34,Loralee Winward,4.3.3,Jubilant HollisterStier LLC
65889154-26c5-42be-9270-7c16494d1f6f,Burk Griswaite,2.7,"TAYLOR JAMES, LTD."
7a22b182-ddf1-44fe-ac82-cb6a1a2ad94d,Winonah Reddoch,3.4.3,"Antigen Laboratories, Inc."
f58fbc6e-cb60-4299-8d8c-732318948853,Bruce Brettel,2.7,"Fresh, Inc."
868dcc81-a4bc-4ea8-85f4-d396ba7d79b3,Terrence Lintin,3.89,Direct Rx
c4f51af1-cfbe-4964-9ef9-30828ade328b,Leon Gerardin,8.33,"Antigen Laboratories, Inc."
2247fda4-b984-4cd3-80e8-dad56cda57bc,Leeanne Trenbey,3.79,Kinray Inc.
2f8fd4d5-47b8-4238-befc-94eaa4df0c93,Roselin Weaver,6.13,Rebel Distributors Corp
f13c528a-63b1-47aa-ac2d-39848162f5d2,Jan Newbatt,2.6,Hydrox Laboratories
aa7405f1-5346-4c47-abea-728549f84251,Tally Camelli,0.23,Reckitt Benckiser LLC
94295a44-43ad-4749-bb9f-4691b618e676,Berky Arlidge,0.1.1,State of Florida DOH Central Pharmacy
733bef47-4979-4b3a-ab3b-d4e981359034,Daloris Nosworthy,8.3.5,"Upsher-Smith Laboratories, Inc."
c8a519c4-4f88-4388-b5bc-ca921b652505,Carson Barthel,0.37,"Fenwal, Inc."
b54c5da1-6e5b-4935-90ae-e9f5619f4102,Linzy Trubshawe,0.8.1,"Blenheim Pharmacal, Inc."
2e91b01f-a815-412b-a59a-231027b8baf7,Gage Govier,0.73,Apotheca Company
245bef9e-353c-4a54-8c5b-e4ac8a234a93,Augy Vaszoly,0.91,Rebel Distributors Corp.
f96babb1-4058-4496-a029-aeb366b05dad,Dominga Dummer,5.4.3,St Marys Medical Park Pharmacy
c0fd3371-6a29-4497-912c-24d468d13530,Saidee Paulo,6.96,"Antigen Laboratories, Inc."
8be9170f-c184-4488-8504-42c0be4f6806,Kippie Malsher,8.3.7,Novartis Pharmaceuticals Corporation
dcec3616-190d-4602-9d45-358c2108773e,Maurita Ghiroldi,9.4,Dermaesthetics Inc.
881abfaf-6b30-493b-82e6-d87042c947b5,Dud McClary,6.17,CVS Pharmacy
18c6636b-f468-4f78-8511-c986aa6aca74,Rolf Lenin,7.34,"Deseret Biologicals, Inc"
05d2d107-a815-4529-bc1c-d5d989da738b,Zack Halladay,0.12,CVS
af0f4886-04b0-43c7-a663-afd03ea59322,Archie Yukhnin,5.5,Kroger Company
fea383ee-e1f5-40a1-a708-76a9ad936fa6,Vyky Haslin,0.3.7,Aurobindo Pharma Limited
c8084527-cf6f-497e-a742-39e10bae978a,Rayshell Windrus,0.4.9,RedPharm Drug Inc.
d089b34e-f4f8-4737-8362-ccc2294c6e4f,Emery Clear,0.5.0,Wockhardt Limited
e78cc794-6c31-4625-a8a4-f1ad0c36fea5,Verge Lamblin,4.6,Guna spa
edfc8b01-4780-4560-b520-8ca6349dbf21,Chrotoem O'Coskerry,8.20,"Nelco Laboratories, Inc."
1be2f0d1-2d9a-48c5-aadf-aa002126c91c,Molly Keer,0.98,Amneal Pharmaceuticals
8266ad1e-a728-43e9-8d0e-15ea492bb808,Marlon Kaveney,0.1.4,"IVAX Pharmaceuticals, Inc."
243435a4-d9e9-4f82-8469-5f526f4ff972,Zabrina Hugonnet,0.15,AGILA SPECIALTIES PRIVATE LIMITED
83c68546-eb38-46a2-83ea-fa7f59ea472d,Nevil Abdy,2.8.1,CHANEL PARFUMS BEAUTE
e22a5f3f-a014-4227-91ef-61a8044d24a6,Spense Jedrzaszkiewicz,1.28,Mylan Pharmaceuticals Inc.
aa1660de-a049-4e0f-84c5-f02b765dbb76,Alma Luetkemeyers,6.06,"NCS HealthCare of KY, Inc dba Vangard Labs"
7263df0f-484e-44da-a468-04980c3894c5,Simon Karp,4.11,"Allergy Laboratories, Inc."
729134f3-3037-4222-a42d-0ea638be076a,Leola Crosfeld,7.2,Guna spa
ef50feac-5fbc-4d78-afd6-21a6bce3bc92,Gabi Sizland,0.29,"Golden State Medical Supply, Inc."
c3d8d2a8-1ad1-41bf-9398-769603b63f00,Grace Mattin,0.44,"Certus Medical, Inc."
7ceef77a-9edd-48ff-873b-c4ce73e222d7,Lissi Linger,6.4,Neutrogena Corporation
bcff1f60-f160-4d48-af20-75e1e609c53c,Charissa Giovanitti,8.5.9,"United Research Laboratories, Inc."
3f7576c1-9986-4e59-b5c1-828f29ad7393,Siusan Twelftree,0.23,"Johnson & Johnson Consumer Products Company, Division of Johnson & Johnson Consumer Companies, Inc."
691d2d8e-f2e7-4587-a819-5ba437572b7a,Rawley Springthorpe,2.0,Macleods Pharmaceuticals Limited
5e62e431-d979-480f-896d-1413a9c0de88,Mehetabel Hannon,0.22,Kmart Corporation
5f03a204-6c18-442d-b604-134a3a597afc,Cairistiona Riddlesden,6.85,Save-A-Lot Food Stores Ltd
2001899c-b495-40f9-a3e4-225df2281bd4,Cristionna Maulin,0.7.3,"Preferred Pharmaceuticals, Inc."
c661b29c-45ec-4905-94ef-a375337ebb3a,Gaye Palek,0.37,"Ventura Corporation (San Juan, P.R)"
2b67bc2d-0908-4fc2-815f-5e440b27652e,Ariella Sammonds,8.5.2,"APP Pharmaceuticals, LLC"
5c1ce333-fb3a-4d09-bbc6-776a1be353a1,Fairlie Gierth,7.2,"BioActive Nutritional, Inc."
1319c02f-50fc-49fe-ba92-f6b608c25dba,Percy Otto,0.70,"Aphena Pharma Solutions - Tennessee, LLC"
b095cfdf-40ee-400d-813f-d236b6d96557,Marnia Cheng,5.82,Claris Lifesciences Inc.
56544aae-0bac-450f-99cb-27eaea92da7f,Jeffrey Kime,5.02,Amerisource Bergen
303c2454-19f6-4102-a954-1f577b825294,Fabe Crolly,7.2,"PD-Rx Pharmaceuticals, Inc."
d6b54f3f-bcf1-4ed3-9c77-232bce665059,Lammond Loomis,7.79,Meijer Distribution Inc
a3cf3bd8-1f98-4cbd-8cac-a1ede31f1124,Sauveur Duignan,7.3,"Nelco Laboratories, Inc."
71369da4-47a4-474a-87c7-862d006e68b0,Jean Shilling,7.5.2,West-Ward Pharmaceutical Corp
4da9ed86-a9fa-455d-aa20-3f983ae8295c,Mannie MacAllaster,0.55,"Watson Laboratories, Inc."
79f17390-ee08-4b30-9e97-4d8f1273f757,Lurline Casa,7.6.2,Apotheca Company
b3dbdf2a-3933-4e4d-9057-cb61f058e267,Kerrin O'Gormley,2.9.5,"Seyer Pharmatec, Inc."
7bccacc7-1923-445a-b8d6-fca656e928cb,Jobie Noni,0.2.2,"GRIFOLS USA, LLC"
ef5747e0-2068-4b73-93ec-99793235e706,Kim Enderwick,9.5.5,Amneal Pharmaceuticals
5715c544-134b-4b68-aebf-356ff743d773,Claresta Potte,7.91,"Aphena Pharma Solutions - Tennessee, LLC"
df184600-eef4-4b3f-af1d-c65a96ef6181,Gertrudis Matteoni,0.9.5,Wakefern Food Corporation
78965a63-1971-4a80-a397-e14cb09e17ac,Sara-ann Limprecht,0.93,Major Pharmaceuticals
9bb65418-d0d1-4e2e-b618-7cf29fa3e3b1,Burk Darben,3.92,"Allure Labs, Inc."
bf682b77-c0de-4c6a-8dd6-ebd72b6c6bfb,Bronnie Littlewood,9.6,Cobalt Laboratories
adaf0a60-d11e-4887-a1a3-6abf08d660f5,Lois Dreigher,5.7.0,"ALK-Abello, Inc."
1b9f8d6b-dec4-4a1c-901a-c625139445b2,Tait Ondrak,5.1.2,Parfums Christian Dior
0879881a-eb95-4487-9521-fd76f4a93278,Thurston Tower,7.52,"Hospira, Inc."
7231c421-19da-4a10-b0c1-01728f78b717,Haywood Cowhig,2.0,Northwind Pharmaceuticals
32933f45-fc34-4615-b868-1d19a42fe931,Gae Tristram,0.87,Mylan Pharmaceuticals Inc.
54ebe9bf-2de9-40de-8f5c-19f089c4b47a,Yardley Sigars,0.6.7,Lake Erie Medical DBA Quality Care Products LLC
74ad2fcb-d58d-40d0-8dae-75d9ed4bc613,Sayre Dahle,0.43,"Nelco Laboratories, Inc."
8c97f898-01c0-4d6b-baf3-fba7fa3c6df1,Danya Hadleigh,4.1,"Teva Women's Health, Inc."
f56469c9-5437-49d9-98d0-ef237c185921,Genevieve Boater,5.84,"Ferndale Laboratories, Inc."
ffc4d479-1b79-4d87-9ac2-b277df0d7a25,Aviva Geane,2.2.5,"Allergy Laboratories, Inc."
d54b29dd-6aa6-436f-9456-9136c3b4defd,Elmo Marcombe,4.83,Uriel Pharmacy Inc.
11f0075d-b738-481a-9841-1eb98561bc3b,Mamie Collip,0.9.7,"Physicians Total Care, Inc."
934c9b72-3490-4407-bdb2-54fd2d3191d4,Esma Branigan,3.6.3,"Preferred Pharmaceuticals, Inc."
482b9583-fa6a-4ee9-9df6-7815288ec88a,Ermina Tolworth,3.8,"Janssen Pharmaceutical, Inc."
2875f21f-d6f9-4d7c-861a-5ec04fd2c66b,Dori Yannikov,5.4,"Physicians Total Care, Inc."
58b4d55c-362a-4a22-825a-ca1343c5a116,Tully Burwell,6.62,Clinical Solutions Wholesale
643e1d14-b352-4390-949a-8dc1c5ba9a87,Joshia Antusch,6.8.2,Wakefern Food Corporation
51f8fa81-4418-4b2c-a3b9-2cd4233797df,Gawen Presho,2.0.9,SAM'S WEST INC.
759b1c58-9c0f-4807-a9df-bddec7a37a83,Coleen Duckerin,3.7,SHISEIDO AMERICA INC.
ed257898-8dae-4389-8fff-04dc6acb1efc,Antony Aksell,4.3.4,Bryant Ranch Prepack
f8b8a905-f25b-461b-9bda-046bb18ebac7,Derrick Scatchar,6.1.2,"Allure Labs, Inc."
40d09a3d-0c49-4768-b2b7-51ca36813a02,Bella Rocks,0.53,Rebel Distributors Corp
3514ab18-2cfd-49bf-a3a3-4193c374622c,Carlynne Anthon,0.78,Novadaq Technologies Inc.
2eb7e01f-d13f-4abb-964e-c472071f94df,Robby Milier,0.2.0,Jubilant HollisterStier LLC
175c5e44-e32b-48f3-abf8-a17f7fed6514,Base Beckerleg,0.3.5,Cardinal Health
cddb5a00-fdd6-47c8-82bc-6c8a6ba1201e,Viki Kenwyn,0.2.6,Amerisource Bergen
89bfb32a-d987-4141-aff4-27408ba021bd,Benny Ygoe,7.68,REMEDYREPACK INC.
e4c32115-04e8-4180-a0bf-991839dec973,Barron Evens,0.40,The Dodge Company Inc.
b7285235-2a8a-45e4-885a-44d0314e757d,Kimmy Benfell,0.5.8,Rite Aid
56610bdb-e398-4161-8289-e9a5e969696d,Hastie Worsell,3.2,"Physicians Total Care, Inc."
920f72cf-08ca-4a96-a3ba-2e8f3f25a7c2,Helsa Furnell,5.33,"Avon Products, Inc."
443f18cd-31b7-4106-881b-55fd732ee58d,Leigha Greader,6.98,REMEDYREPACK INC.
f80851ab-889d-4caf-a694-0bd131b2562b,Avigdor Craythorn,8.29,"Avon Products, Inc."
59ae0662-988f-4553-be53-95825906bbd0,Bobette Desesquelle,0.6.3,"Blenheim Pharmacal, Inc."
0b5725a1-6181-498b-88eb-2f9cc0be6874,Liva Weson,3.7.6,Claris Lifesciences Inc.
830cc319-8af5-433c-bc21-551f7b259809,Dory Khosa,0.48,Purdue Pharma LP
4b54cd02-593b-4dda-bf4a-8f94ffb2dc84,Brien Bediss,1.6.3,Innovation Specialties
6582e2c8-5f75-4561-a288-321e2efef9d3,Lavena Hudless,0.4.4,Target Corporation
32fbac50-acdd-4eb2-98c1-c1d8b772643c,Tore Adam,0.6.2,Target Corporation
e6e89300-575f-467d-a3a6-6b4e5455e79d,Dyna Ternault,3.06,Clinical Solutions Wholesale
36ff4f09-b7cc-4f6a-b2c4-b5c0d91634af,Clint Glentworth,0.57,WOCKHARDT USA LLC
79295f92-d189-4971-86fa-452567cd34f9,Ronna Vittori,2.76,ESTEE LAUDER INC
7ad4ab46-fc99-4db9-9ff8-705380db78a9,Nowell Plowell,0.1.2,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
879ddc4c-0c51-4f8e-92e7-977a986567b4,Brandea Stanlack,0.89,"Roxane Laboratories, Inc."
df6ab4c9-e898-4df0-b098-39766706061d,Xenos Barthelmes,0.1.6,HEB
c4ddce02-02fd-4516-b499-29610a369ca2,Alard Wratten,8.2,Fresenius Medical Care North America
937b6854-041f-4544-b62f-87b3c8b02c3e,Hermy Rimer,0.45,Teva Pharmaceuticals USA Inc
422215a1-8099-4b22-b41d-2daa7bddf7ab,Julita Ollett,4.17,"RockHealth, Inc"
ebefbfd1-ba21-43e2-86f4-4b47567663fe,Jerrilee Gasnell,0.5.1,"ALK-Abello, Inc."
ab35fe9a-2f13-402f-a408-f90281157500,Alma Goney,0.48,Advanced Generic Corporation
3cc037b1-56f4-4956-9312-af804fc8d3c6,Duffy Houldcroft,0.8.8,Teva Pharmaceuticals USA Inc
e44030e6-02e8-490d-9e0e-cc2337d6eeee,Conny Emmet,0.30,"Physicians Total Care, Inc."
5a727e29-0e8b-4f57-9555-6e5cde57a8fe,Jori Sirmon,6.42,NARTEX LABORATORIOS HOMEOPATICOS SA DE CV
76d42994-b099-496e-ab8c-4f11e2b08915,Alvis Jopson,8.1.1,Cardinal Health (Leader)
7595df49-06f3-43f1-aab2-d358f1a89d9b,Lek Hacquel,5.24,Kimberly-Clark Corporation
b4d62bc4-d31e-4023-87f7-9c0b60b53251,Celinka Simanek,0.41,TOPCARE (Topco Associates LLC)
bd6dba0e-e273-43a2-9f97-10b52fe95d01,Clementius Siveyer,4.2,sanofi-aventis U.S. LLC
11065741-e47a-402e-950b-f9946f01f94c,Fax Chaffer,2.9.8,"Allergy Laboratories, Inc."
00e1ecd3-24cc-42fb-8fd9-d4ffe33ca317,Anna Toffel,3.0,American Sales Company
b1139f79-0ff2-475b-a75d-007e79495a01,Sofia Baumaier,8.6,Apotheca Company
1201588d-63dd-4b13-bee6-c898003d3a38,Netti Prisk,6.9.3,"Physicians Total Care, Inc."
71961258-2a24-4939-9282-46b7dd617d68,Valentijn Allcoat,0.22,"Biometics Co.,Ltd."
3e50dce4-e349-470b-b68b-9526bd3662a3,Ronnie Keets,0.6.7,Menper Distributors Inc.
52fa5752-a947-42a8-a186-91f05d345e27,Cullin Tallboy,0.96,REMEDYREPACK INC.
f36896ce-f606-4606-984d-5f7d5caf9eb9,Rutherford Smail,3.7,"Nelco Laboratories, Inc."
428b50f5-a688-4257-afbd-395c5e69a9cb,Lauretta Curless,7.3.6,"Coloplast Manufacturing US, LLC"
0dfb01a8-dada-4de0-b430-96939fdcdd04,Veradis Gwilym,0.81,AnazaoHealth Corporation
0dd4980d-0f22-40a7-89d2-a1fb5beb8a90,Debbie Craiker,2.38,NARS COSMETICS
aecc91a1-2a6a-4478-b418-b53d53f27c43,Polly D'Cruze,0.88,"Golden State Medical Supply, Inc."
3a85eadb-ba18-4a38-9faf-628de9884369,Aaron Blonfield,6.2,"DOLGENCORP, LLC"
924f94e0-5ba2-443c-b967-d8fdfc76c365,Andromache Sandeland,2.1.6,Rebel Distributors Corp
21d5d094-9b7e-4587-8c6b-60657e7d2300,Kassey Whitters,5.75,"Roxane Laboratories, Inc."
2dac4743-1028-49ba-a90b-a625e827142b,Cristina Gloyens,3.1.1,Best Choice
76d757a7-86ab-4d40-859e-3da5e29ea3c3,Zaria Simnell,0.74,TOP CARE (Topco Associates LLC)
d660b6fd-70c3-4434-92fc-23cb1b1c9821,Alastair Croston,6.59,"Caraco Pharmaceutical Laboratories, Ltd."
ff189f68-8600-41e4-b070-ff0056d00ecd,Thurstan Kilmurray,6.1.6,Physicians Formula Inc
821d9725-cc8f-42d6-a500-e5bfd8a2319b,Else Leggs,9.8,ECR Pharmaceuticals
4dbf7301-e145-4589-98a0-aa233154157d,Edee Brahan,0.5.8,"Napoleon Perdis Cosmetics, Inc"
7607bd99-9bff-422a-a63f-813880a097fb,Leonie Carlill,6.0,Mason Chemical Company
43078ec3-372f-42ae-906b-c7710bef3f83,Korie Pleaden,0.5.2,Glenmark Generics
ea355f61-3391-452d-a798-832b4188bd1a,Hatti Braun,0.80,Dr. Reddy's Laboratories Limited
1f1c4084-4703-4f6a-8450-0cb772384064,Wolfy Semor,5.9,"PD-Rx Pharmaceuticals, Inc."
e36b1425-af78-4609-b4c8-299b5b2eb9be,Tyrone Islep,2.4,AuroMedics Pharma LLC
67485e34-7f80-43d3-871c-e2ced3a00047,Nolan Renihan,0.25,Guerbet LLC
0f928b6b-7552-46ff-883e-c07d550ea6cc,Lorne Klementz,0.94,HealthLink
a069e607-0da8-44a2-bb18-42e1b3e46cc9,Germain Dobbyn,0.97,DZA Brands LLC
2084af3c-8c16-4d96-b1e1-bcb69a30bb37,Lidia Neller,2.9.5,Rite Aid Corporation
503c547d-add7-4233-addf-f95f83110c7b,Auguste Ferraresi,1.47,Cardinal Health
2c609700-926b-4bc8-9515-7cb11781939c,Ladonna Trulock,4.37,Ulta
c2d52637-c175-4f6e-a710-099439f18732,Tome Fynan,0.9.0,U.S. Pharmaceuticals
76e83b58-70cc-47f1-ae85-f7dff9613059,Annnora Lamps,0.8.0,Gurwitch Products
8f910d9a-4fd1-4545-96a6-18ea6653fc03,Eduino Cyson,2.2.4,Torrent Pharmaceuticals Limited
8b2b5647-a46f-4bc3-88ff-8034a34bd1f8,Willy Coldham,1.29,Cardinal Health
a99550cb-fb35-4db1-8f1a-cf0b549ecb32,Nick Tantum,5.37,Western Family Foods Inc
d3a9c359-200a-49fb-a4bc-a48c42525cd8,Marta Lagne,2.4,Major Pharmaceuticals
2d9e6877-ef95-4177-901b-b156719732cb,Roderic Gammage,0.65,"Desert Biologicals, Inc."
d47fa9e7-c690-4ef6-9cb0-1197ff051354,Consuela Nestoruk,0.70,REMEDYREPACK INC.
678357c0-6ce4-4c3d-a148-b0fb2f6475cf,Vail Erskine Sandys,0.2.6,REMEDYREPACK INC.
698d7fc8-00c8-447a-8143-767be8a18e07,Rickard Gladdin,0.31,"E.R. Squibb & Sons, L.L.C."
63d56943-fb71-46e3-ad8e-88ce9dcdbb37,Jim Atkinson,8.0.6,Lake Erie Medical DBA Quality Care Products LLC
7c1e6939-bfd2-47e2-b5d3-b05a5ba4d730,Kelila Inskipp,9.98,Ranbaxy Laboratories Inc.
1dc28912-f069-424d-8719-42b4d49ddc8d,Barty Itzkowicz,8.3.6,REMEDYREPACK INC.
deccf7d0-9fd7-4985-ba5a-26bc8248d98d,Jodi Tripcony,9.5,AMOREPACIFIC
fe6e0d26-eebd-44fc-a48d-a3bc8d476a1f,Tuesday Pinard,0.3.4,Nash-Finch Company
97433a21-efb1-4839-bc79-569e97d0c3fd,Ingmar Alanbrooke,0.82,"Antigen Laboratories, Inc."
b447cc42-8990-4891-b238-757bcdac1a91,Dulcie Selway,9.8.1,"ALK-Abello, Inc."
b7a7da47-a382-4fa6-8b18-5e58e4467e21,Anson Durrance,9.11,H E B
d3072903-0d76-4bcf-9d04-8b30be8aea77,Harley Bruhnicke,4.72,Fresenius Medical Care North America
2bfbc8e7-f2be-49ae-806f-b37b7c5d045c,Tracie Day,6.46,"Native Remedies, LLC"
9aad53f1-e598-466b-9ab4-f6c570dea62b,Mirabella Garfit,0.34,"Golden State Medical Supply, Inc."
09c68895-605a-46da-9e9b-4cf62bf8fa15,Gratiana Haffard,0.9.0,Cadila Healthcare Limited
5f85d9f5-8046-4aec-a6e5-a91a96b39f8a,Broderick Colomb,0.4.4,Rite Aid
269d256d-9c19-426e-865d-bceb11c97e32,Fidelity Cadogan,0.4.4,Mylan Pharmaceuticals Inc.
da7abec5-3e67-429f-984e-9b972725e262,Moyna Paulon,7.45,Cardinal Health
5a08ec3e-e175-46f5-98ca-206268545eae,Mandie Petrishchev,0.42,Equate
fa95af32-c11b-49db-944c-83186815f480,Grover Edgecumbe,8.90,"Humanwell PuraCap Pharmaceutical (Wuhan), Ltd."
9626832a-3ba3-4ccb-82a4-e927b56b72e3,Vite Lared,0.81,"Chain Drug Consortium, LLC"
6746b426-320a-424a-9ccc-59db51be08c2,Arni Goade,5.63,STAT RX USA LLC
34be0b6c-1ba7-431d-9c61-c19c11b521a9,Stearne O' Cloney,0.99,"Elorac, Inc."
a9767a35-649c-43c1-991f-491a5222d0af,Ade Joddens,0.18,"Dharma Research, inc."
d59517ab-c6f5-4d63-ae56-a03e225b292b,Quintilla Rockwill,0.8.7,Mylan Institutional Inc.
73701567-ddd7-4ace-ac17-c69553643dd6,Gib Chellenham,0.82,"ALK-Abello, Inc."
9a3d9e1e-7a82-49d9-8783-446da5416d9b,Aila Castagneri,5.69,"Morton Grove Pharmaceuticals, Inc."
d53154f9-af6c-4a5b-a820-1a21fe84749c,Egor Malin,7.9.7,"Global Pharmaceuticals, Division of Impax Laboratories Inc."
293728f4-9182-4ad2-b410-71e97f0c7ae9,Jdavie Belle,0.15,"Advanced Beauty Systems, Inc."
b024c090-ef81-4886-b7cd-68a6bdfa6009,Aridatha Gateley,7.66,"Par Pharmaceutical, Inc."
c91e1681-bbc1-4b4d-91e3-fdd8d34cf0d2,Janaya Davys,3.05,"Crossing Cultures, LLC dba Goddess Garden"
40c8b158-b73e-479f-881e-b4c01e5cf518,Skippie Hector,7.00,"Antigen Laboratories, Inc."
45484d15-11f4-4535-af0e-f99a42b17778,Davina Orringe,6.2.6,Fusion Pharmaceuticals LLC
5f414756-fbba-4010-9578-a17c226b2f04,Jerald Scrine,0.2.0,"Johnson & Johnson Healthcare Products, Division of McNEIL-PPC, Inc."
6b720375-007a-4a18-b10f-0c3581ec13f1,Olympia Kilgallen,0.5.7,"Hospira, Inc."
e2143ffa-d7d6-45f9-ac6f-349d5102900c,Skippy Searchwell,6.6.4,"Amneal Pharmaceuticals of New York, LLC"
00da2589-9cd6-4baf-88e3-07b4076785ee,Adria McCrie,8.4,Rebel Distributors Corp
1270ea98-befc-4347-9368-d8ae1ab79b3e,Bertrando Dawidowicz,2.44,American Health Packaging
549bfbe2-82e9-405a-8128-b7a30eaed56d,Dede Bertolin,0.7.9,Unifirst First Aid Corporation
20a6c9fe-bf07-451b-86d3-4031c101a806,Ardith Calderon,0.22,"Nelco Laboratories, Inc."
fc7c44d7-77b3-4422-ab98-1c976e91674f,Gina Tomasi,6.54,Cardinal Health
9303436c-6150-4c70-af8b-45de395ceb26,Prinz Hollows,9.18,Natural Health Supply
12abd2ab-9ab8-438c-a15c-c969485b73c2,Kalle Yarmouth,9.7.3,Clinical Solutions Wholesale
5c968f7d-2e1a-4ccf-b961-ef66fa057176,Eugenio Keenor,0.78,"Physicians Total Care, Inc."
4741192a-1893-40b4-8da9-e1655144ed62,Sula Hatfull,9.7,"Antigen Laboratories, Inc."
56e72026-7413-4af0-9ca4-812cd1ec84c3,Ahmed Tomaschke,3.3.2,Lake Erie Medical DBA Quality Care Products LLC
f738b531-5db8-4260-9bcc-8d12997f38b9,Vick Jonuzi,0.9.9,kroger Co
57efcd40-a677-49e2-998a-173ba8984ceb,Doralyn Dunning,0.6.8,Steris Corporation
6a10da75-9755-4410-bcab-260e94b162ff,Frederich Tees,5.1,"Physicians Total Care, Inc."
e239a149-8b2b-4e7d-b576-ec3c7785eac7,Gisella Dymidowicz,0.23,Cardinal Health
5f494b55-c73e-4556-a047-512e6a91900b,Donia Ilyenko,5.1,"Greenbrier International, Inc."
85e4c1f0-872e-43d1-a274-1e01a39c14d9,Mercedes Kynnd,0.31,McKesson
2f7bfb51-5cb4-45be-80c8-45d45c3c0fe1,Marion Gristock,5.8.7,Parfums Christian Dior
641cd05f-0a0c-4025-b567-7e1a044cd0e4,Adolf Whyard,3.94,"Allergy Laboratories, Inc."
2614373f-481a-474f-85a6-6b1e8add9c11,Chilton Goodson,5.5,"Laboratorios Jaloma, S.A. de C.V."
a3ca0146-af8a-4930-8f9f-93caaeb224bc,Heather Sangar,9.8.5,"Aaron Industries, Inc."
2acb08dc-b1da-4828-8f37-bb91d1582787,Lauritz Schimaschke,6.9,"Triad Isotopes, Inc."
0403781b-8a5e-4edc-b845-285ea33eeef8,Bent Barends,0.90,Blistex Inc
77c8d754-8ddc-40b7-8637-d7998f1fd379,Minni Layton,0.8.7,"Nelco Laboratories, Inc."
5c27f78a-19c3-45bd-a14c-ecf505c1abf5,Kay Rudd,6.9.1,Apotheca Company
